"Öncelik";"Tür";"URL";"Başlık";"Not";"Gönderim tarihi";"Durum"
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/tokluca/dogalgazci/";"Tokluca doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/tokluca/sulama-sistemleri/";"Tokluca sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/tokluca/hidrofor-pompa/";"Tokluca hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/tokluca/aydinlatma/";"Tokluca aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/tokluca/tadilat/";"Tokluca tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/toptas/";"Toptaş (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/toptas/elektrikci/";"Toptaş elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/toptas/su-tesisatcisi/";"Toptaş su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/toptas/sihhi-tesisatci/";"Toptaş sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/toptas/dogalgazci/";"Toptaş doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/toptas/sulama-sistemleri/";"Toptaş sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/toptas/hidrofor-pompa/";"Toptaş hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/toptas/aydinlatma/";"Toptaş aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/toptas/tadilat/";"Toptaş tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/";"Uluköy (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/elektrikci/";"Uluköy elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/su-tesisatcisi/";"Uluköy su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/sihhi-tesisatci/";"Uluköy sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/dogalgazci/";"Uluköy doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/sulama-sistemleri/";"Uluköy sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/hidrofor-pompa/";"Uluköy hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/aydinlatma/";"Uluköy aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/ulukoy/tadilat/";"Uluköy tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/universite/";"Üniversite (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/universite/elektrikci/";"Üniversite elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/universite/su-tesisatcisi/";"Üniversite su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/universite/sihhi-tesisatci/";"Üniversite sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/universite/dogalgazci/";"Üniversite doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/universite/sulama-sistemleri/";"Üniversite sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/universite/hidrofor-pompa/";"Üniversite hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/universite/aydinlatma/";"Üniversite aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/universite/tadilat/";"Üniversite tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/";"Üzümlü (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/elektrikci/";"Üzümlü elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/su-tesisatcisi/";"Üzümlü su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/sihhi-tesisatci/";"Üzümlü sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/dogalgazci/";"Üzümlü doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/sulama-sistemleri/";"Üzümlü sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/hidrofor-pompa/";"Üzümlü hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/aydinlatma/";"Üzümlü aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/uzumlu/tadilat/";"Üzümlü tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/yamac/";"Yamaç (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yamac/elektrikci/";"Yamaç elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yamac/su-tesisatcisi/";"Yamaç su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yamac/sihhi-tesisatci/";"Yamaç sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yamac/dogalgazci/";"Yamaç doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yamac/sulama-sistemleri/";"Yamaç sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yamac/hidrofor-pompa/";"Yamaç hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yamac/aydinlatma/";"Yamaç aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yamac/tadilat/";"Yamaç tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/";"Yarımcahan (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/elektrikci/";"Yarımcahan elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/su-tesisatcisi/";"Yarımcahan su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/sihhi-tesisatci/";"Yarımcahan sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/dogalgazci/";"Yarımcahan doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/sulama-sistemleri/";"Yarımcahan sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/hidrofor-pompa/";"Yarımcahan hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/aydinlatma/";"Yarımcahan aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yarimcahan/tadilat/";"Yarımcahan tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/yenice/";"Yenice (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenice/elektrikci/";"Yenice elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenice/su-tesisatcisi/";"Yenice su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenice/sihhi-tesisatci/";"Yenice sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenice/dogalgazci/";"Yenice doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenice/sulama-sistemleri/";"Yenice sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenice/hidrofor-pompa/";"Yenice hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenice/aydinlatma/";"Yenice aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenice/tadilat/";"Yenice tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/";"Yenihamam (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/elektrikci/";"Yenihamam elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/su-tesisatcisi/";"Yenihamam su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/sihhi-tesisatci/";"Yenihamam sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/dogalgazci/";"Yenihamam doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/sulama-sistemleri/";"Yenihamam sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/hidrofor-pompa/";"Yenihamam hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/aydinlatma/";"Yenihamam aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenihamam/tadilat/";"Yenihamam tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/";"Yeniköy (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/elektrikci/";"Yeniköy elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/su-tesisatcisi/";"Yeniköy su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/sihhi-tesisatci/";"Yeniköy sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/dogalgazci/";"Yeniköy doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/sulama-sistemleri/";"Yeniköy sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/hidrofor-pompa/";"Yeniköy hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/aydinlatma/";"Yeniköy aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yenikoy/tadilat/";"Yeniköy tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/";"Yıldıztepe (Battalgazi)";"mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/elektrikci/";"Yıldıztepe elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/su-tesisatcisi/";"Yıldıztepe su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/sihhi-tesisatci/";"Yıldıztepe sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/dogalgazci/";"Yıldıztepe doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/sulama-sistemleri/";"Yıldıztepe sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/hidrofor-pompa/";"Yıldıztepe hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/aydinlatma/";"Yıldıztepe aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/battalgazi/yildiztepe/tadilat/";"Yıldıztepe tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/";"Tecde (Yeşilyurt)";"öne çıkan mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/elektrikci/";"Tecde elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/su-tesisatcisi/";"Tecde su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/sihhi-tesisatci/";"Tecde sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/dogalgazci/";"Tecde doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/sulama-sistemleri/";"Tecde sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/hidrofor-pompa/";"Tecde hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/aydinlatma/";"Tecde aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/tecde/tadilat/";"Tecde tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/";"Çilesiz (Yeşilyurt)";"öne çıkan mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/elektrikci/";"Çilesiz elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/su-tesisatcisi/";"Çilesiz su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/sihhi-tesisatci/";"Çilesiz sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/dogalgazci/";"Çilesiz doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/sulama-sistemleri/";"Çilesiz sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/hidrofor-pompa/";"Çilesiz hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/aydinlatma/";"Çilesiz aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/cilesiz/tadilat/";"Çilesiz tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/";"Karakavak (Yeşilyurt)";"öne çıkan mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/elektrikci/";"Karakavak elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/su-tesisatcisi/";"Karakavak su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/sihhi-tesisatci/";"Karakavak sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/dogalgazci/";"Karakavak doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/sulama-sistemleri/";"Karakavak sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/hidrofor-pompa/";"Karakavak hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/aydinlatma/";"Karakavak aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/karakavak/tadilat/";"Karakavak tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/";"Bostanbaşı (Yeşilyurt)";"öne çıkan mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/elektrikci/";"Bostanbaşı elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/su-tesisatcisi/";"Bostanbaşı su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/sihhi-tesisatci/";"Bostanbaşı sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/dogalgazci/";"Bostanbaşı doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/sulama-sistemleri/";"Bostanbaşı sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/hidrofor-pompa/";"Bostanbaşı hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/aydinlatma/";"Bostanbaşı aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/bostanbasi/tadilat/";"Bostanbaşı tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/";"Çarmuzu (Yeşilyurt)";"öne çıkan mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/elektrikci/";"Çarmuzu elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/su-tesisatcisi/";"Çarmuzu su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/sihhi-tesisatci/";"Çarmuzu sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/dogalgazci/";"Çarmuzu doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/sulama-sistemleri/";"Çarmuzu sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/hidrofor-pompa/";"Çarmuzu hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/aydinlatma/";"Çarmuzu aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/carmuzu/tadilat/";"Çarmuzu tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/";"Yakınca (Yeşilyurt)";"öne çıkan mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/elektrikci/";"Yakınca elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/su-tesisatcisi/";"Yakınca su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/sihhi-tesisatci/";"Yakınca sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/dogalgazci/";"Yakınca doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/sulama-sistemleri/";"Yakınca sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/hidrofor-pompa/";"Yakınca hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/aydinlatma/";"Yakınca aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/yakinca/tadilat/";"Yakınca tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/";"Özalper (Yeşilyurt)";"öne çıkan mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/elektrikci/";"Özalper elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/su-tesisatcisi/";"Özalper su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/sihhi-tesisatci/";"Özalper sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/dogalgazci/";"Özalper doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/sulama-sistemleri/";"Özalper sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/hidrofor-pompa/";"Özalper hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/aydinlatma/";"Özalper aydınlatma ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/ozalper/tadilat/";"Özalper tadilat ustası";"Uzun kuyruk";"";""
"3";"Mahalle";"https://cbinsaat.com/bolgeler/yesilyurt/turgut-ozal/";"Turgut Özal (Yeşilyurt)";"öne çıkan mahalle";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/turgut-ozal/elektrikci/";"Turgut Özal elektrikçi";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/turgut-ozal/su-tesisatcisi/";"Turgut Özal su tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/turgut-ozal/sihhi-tesisatci/";"Turgut Özal sıhhi tesisatçı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/turgut-ozal/dogalgazci/";"Turgut Özal doğalgaz tesisatçısı";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/turgut-ozal/sulama-sistemleri/";"Turgut Özal sulama sistemi ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/turgut-ozal/hidrofor-pompa/";"Turgut Özal hidrofor ve pompa ustası";"Uzun kuyruk";"";""
"3";"Mahalle × etiket";"https://cbinsaat.com/bolgeler/yesilyurt/turgut-ozal/aydinlatma/";"Turgut Özal aydınlatma ustası";"Uzun kuyruk";"";""
